"rho","theta","phi"
85.7146428563988,2.62068287274158,2.17932916137897
89.2804569880777,-0.478721843995766,1.64928149566375
60.6712452484701,-1.31254410698386,2.01367157477442
123.020323524205,0.779617880953787,1.46492506103182
114.021927715681,-0.741947268005917,1.53570815573375
91.0549284772658,1.82542099298944,2.16530461671135
59.7159945073345,2.98764798913144,1.38553310736699
98.1121806912883,0.3841693643926,0.542999243740649
124.482930556763,-2.51279636717436,0.714953676705705
117.902502093891,2.52235021661196,1.77578699247135
139.921406510941,-0.906425383206653,0.853284549550089
130.732551417006,2.47107109560924,1.01479378068022
97.4987179402888,-1.68488210596306,1.43706296832212
105.304320899002,-2.349298047804,1.80072787704984
85.5569985448298,-0.463647609000806,1.68794524460414
117.136672310596,-1.90612070810991,2.50223867794332
95.6765383989199,1.48498606209839,1.34950509947969
93.6909814229737,-2.44824133905575,1.7424116589197
77.1362431027076,-2.741811555347,1.53189429193972
92.6228913390205,-1.15059961318562,0.589303527853776
83.8212383587835,2.08253516911025,1.61853505992309
40.137264480779,0.566729217523506,1.79694971327332
107.38249391777,1.00116435980449,1.39292225135833
131.247857125364,-0.866302262552679,1.57841557252928
130.169120762184,-2.08524763985392,2.19426634483392
97.2316820794539,0.588002603547568,0.89262823525122
113.745329574449,-1.91708183425427,1.13515121240257
109.288608738514,0.850242190950655,1.51586820363232
90.7193474403338,2.37181821881282,1.50460997247495
102.645019362851,-1.13612611164565,0.645382515650761
112.911469745106,0.593002561881526,1.38372062361681
136.297468795279,-1.31396987682509,0.849550997000738
90.890043459116,-0.563316261491968,2.62434224071283
123.178731930476,1.88096438758288,2.4141572198761
60.613529842767,-2.86944676305861,0.827909897851628
137.757032488363,-2.305957465333,1.16799771430604
106.780147967682,1.85292005893761,0.73796694514947
62.1610810716802,0.463647609000806,0.913075187214606
124.603370740923,1.47012767463707,0.924905723898408
113.705760628035,2.05376520265146,0.951520614931024
127.184904764677,0.649870449411948,1.41288955617844
85.246700815926,1.25830476706038,2.2121287252193
126.118991432694,-0.163476438170694,0.893879591367293
87.0287308881383,3.10502359767625,1.91051651969744
127.59702190882,-2.2062493196189,2.24845901825086
127.616613338546,-0.484477929037023,2.14204389223532
117.209214654821,-0.950546840812075,2.42005996083487
157.168699173849,-0.757157086192661,2.2198666627344
102.829956724682,-0.014924264990085,0.70973617272965
97.7087508875229,-0.603229852924685,2.54810337331215
131.122080520407,0.829813378644359,1.8094769898199
55.4436651025164,2.02509841348821,1.04139452783711
109.279458270985,1.13582937574932,1.6165665590756
106.545764814938,0.0294032882040051,2.44904577456333
117.209214654821,-1.43581957694097,2.36980805158074
97.1905345185425,-2.28359503646185,2.21026095068461
107.75435026021,2.7865211033149,2.06382810267206
107.261363034412,-0.325641585343287,2.28182232947884
99.9699954986495,0.49589449143606,0.766682566581694
45.9238500128201,-1.05165021254837,0.358760791859406
48.9080770425499,2.70496549377625,2.3980493749358
46.357307945997,1.21202565652432,1.17202290790212
82.2982381342395,0.91199029067742,1.2621458001383
105.328058939677,0.633792675959175,1.78121690345907
123.146254510643,-0.75092906239794,1.5464326396726
111.897274318904,2.20911613480394,0.76138925766113
126.241831418908,-2.90209338767963,2.36444610400528
128.050771180809,-2.00858763043644,2.19654614106772
97.5961064797157,-0.850997335228487,1.46815308249692
116.781847904544,-0.870161892510066,1.94787709857005
129.387016350173,-0.814291854227526,1.24019956603297
57.9827560572969,-2.920278211242,0.785398163397448
128.615706661356,1.76198078639191,0.827886712657768
55.578772926361,-1.59162664683111,2.09877634911475
86.6775634175304,-1.06369782240256,1.88756674938216
87.1894489029493,-0.516695138762277,2.52235077010917
120.020831525198,2.10961582843081,2.03747420733991
114.284732138637,2.591206705913,1.12768355258985
117.957619508025,-0.652429442973121,1.25173860270621
115.965512114594,-2.69475018510403,1.16291031326367
63.5924523823386,-2.8842689386187,2.47552386436946
134.799851631966,-2.3887916353103,1.3081425751011
81.7129120763665,-0.505791315594403,1.14165415720845
112.062482571109,0.153707529058479,2.44561772917971
141.601553663793,2.55618744679853,2.28732700740253
99.4032192637643,-1.27031915842232,2.29690168812898
92.736184954957,1.63592149012928,1.67883917936065
